player_id,overall,potential,club_team_id,league_name,nationality_name,st,lw,cf,rw,cam,lm,cm,rm,lwb,cdm,rwb,lb,cb,rb,gk,alternative_positions
248780,66,66,111659.0,Ligue 2,France,51,52,49,52,52,58,55,58,66,64,66,66,66,66,17,[]
250765,66,66,1704.0,Super League,Bolivia,59,60,60,60,63,64,64,64,66,66,66,65,65,65,19,['CM']
250917,66,66,1905.0,Eredivisie,Curacao,57,57,56,57,58,61,59,61,66,64,66,66,66,66,19,['RB']
250918,66,66,100646.0,Eredivisie,Comoros,65,65,64,65,65,66,64,66,66,64,66,66,63,66,18,['RM']
251004,66,66,111085.0,Ekstraklasa,Spain,65,65,65,65,66,66,62,66,51,49,51,47,40,47,17,['LM']
251026,66,66,111092.0,Ekstraklasa,Czech Republic,65,65,64,65,66,66,66,66,66,66,66,66,64,66,17,['CDM']
251225,66,66,110984.0,Liga Pro,Argentina,54,54,52,54,55,58,57,58,65,64,65,66,66,66,16,['CB']
251486,66,66,110745.0,Ekstraklasa,Portugal,66,63,64,63,66,66,66,66,66,66,66,66,66,66,17,[]
251500,66,66,110645.0,3. Liga,Germany,66,64,64,64,65,66,64,66,66,64,66,66,64,66,15,"['RM', 'RB']"
251610,66,66,110242.0,La Liga 2,Spain,66,66,66,66,66,66,62,66,53,49,53,51,44,51,18,['RM']
252589,66,66,111993.0,Serie B,Italy,65,64,64,64,66,66,66,66,66,66,66,66,66,66,17,"['CDM', 'CB']"
253247,66,66,111708.0,Liga Profesional,Paraguay,66,65,64,65,66,66,59,66,52,48,52,49,45,49,16,[]
253531,66,66,111010.0,Primera Division,Peru,56,61,58,61,61,63,60,63,66,62,66,66,62,66,17,"['RM', 'RWB']"
253595,66,66,111011.0,Primera Division,Peru,56,53,55,53,58,57,63,57,62,66,62,63,66,63,20,[]
253620,66,66,111011.0,Primera Division,Peru,50,54,53,54,59,59,64,59,63,66,63,62,63,62,20,['CM']
253777,66,66,112914.0,Primera Division,Paraguay,66,66,66,66,66,66,62,66,50,49,50,47,41,47,19,['CM']
253864,66,66,110982.0,Liga Pro,Ecuador,60,61,59,61,62,64,63,64,66,65,66,66,65,66,19,['LWB']
254634,66,66,112578.0,Liga BetPlay,Venezuela,60,60,61,60,65,64,66,64,64,66,64,64,66,64,16,"['LB', 'CB']"
254677,66,66,114611.0,Primera Division,Venezuela,66,66,65,66,66,66,60,66,50,46,50,47,40,47,19,['LM']
254765,66,66,112713.0,Liga Profesional,Paraguay,60,59,60,59,62,61,64,61,64,66,64,64,66,64,16,['CM']
255082,66,66,310.0,Liga 1,Romania,66,62,63,62,65,65,66,65,66,66,66,66,66,66,18,"['CM', 'CB']"
255171,66,66,111708.0,Liga Profesional,Paraguay,51,56,52,56,55,60,56,60,65,60,65,66,62,66,15,[]
255197,66,66,112689.0,Liga Profesional,Argentina,61,63,62,63,64,66,64,66,66,65,66,66,64,66,17,['RWB']
255222,66,66,110990.0,Primera Division,Venezuela,66,66,66,66,66,66,66,66,62,62,62,60,56,60,19,['CAM']
255451,66,66,110953.0,Liga Profesional,Paraguay,60,62,61,62,63,65,63,65,66,64,66,66,63,66,18,['CM']
256275,66,66,110501.0,3. Liga,Germany,47,47,46,47,50,52,52,52,63,63,63,65,66,65,17,[]
256421,66,66,80.0,Premiership,Scotland,64,66,64,66,66,66,62,66,61,55,61,59,52,59,17,['RM']
258146,66,66,114326.0,Ekstraklasa,Serbia,51,45,46,45,48,49,52,49,59,63,59,62,66,62,20,[]
258603,66,66,112965.0,Liga Profesional,Argentina,60,61,61,61,63,64,63,64,66,65,66,66,65,66,19,['RM']
259779,66,66,113029.0,Primera Division,Peru,66,59,63,59,60,59,53,59,42,39,42,40,37,40,16,[]
260517,66,66,110970.0,Liga De Futbol Prof,Paraguay,25,20,23,20,25,24,26,24,22,25,22,22,23,22,66,[]
260894,66,66,744.0,Liga Portugal,Brazil,53,58,55,58,58,61,58,61,66,62,66,66,64,66,19,['LB']
261523,66,66,112914.0,Primera Division,Venezuela,45,51,47,51,51,57,55,57,66,60,66,66,58,66,16,[]
262491,66,66,113356.0,La Liga 2,Spain,61,64,62,64,66,66,66,66,66,65,66,66,60,66,20,['LWB']
262685,66,66,111088.0,Ekstraklasa,Brazil,65,66,66,66,66,66,63,66,52,49,52,48,41,48,17,[]
262902,66,66,526.0,3. Liga,Germany,59,58,59,58,63,63,66,63,65,66,65,65,66,65,20,['CDM']
263808,66,66,101020.0,Super Lig,Turkey,66,65,65,65,66,66,65,66,62,61,62,61,58,61,18,"['ST', 'RB']"
264775,66,66,110989.0,Primera Division,Venezuela,64,64,65,64,66,66,66,66,66,66,66,66,66,66,18,['CDM']
265447,66,66,111011.0,Primera Division,United States,60,58,58,58,62,62,64,62,65,66,65,65,66,65,18,['CB']
265472,66,66,116007.0,Primera División,Paraguay,23,20,22,20,24,23,24,23,21,21,21,21,21,21,66,[]
266386,66,66,114611.0,Primera Division,Venezuela,66,66,66,66,66,66,66,66,65,65,65,64,61,64,15,['CDM']
268673,66,66,1745.0,Serie B,Italy,60,64,62,64,66,66,66,66,65,63,65,63,58,63,19,"['RB', 'CM']"
269289,66,66,1814.0,Ligue 2,France,46,40,40,40,41,44,45,44,59,59,59,61,66,61,18,[]
270741,66,66,113298.0,Super League,Morocco,66,66,65,66,66,66,60,66,53,49,53,51,45,51,18,"['ST', 'RM']"
273640,66,66,111779.0,Super League,Serbia,66,61,64,61,65,62,59,62,48,49,48,47,47,47,19,['CAM']
273766,66,66,111022.0,Liga Profesional,Argentina,63,65,65,65,66,66,63,66,55,53,55,52,48,52,19,['CAM']
274123,66,66,111332.0,Primera Division,Venezuela,65,66,66,66,66,66,66,66,61,61,61,59,52,59,15,"['CDM', 'LM']"
275547,66,66,112499.0,Serie B,Italy,66,65,66,65,66,66,66,66,66,66,66,66,66,66,21,['CDM']
276523,66,66,112979.0,Super League,Croatia,59,59,60,59,64,63,66,63,65,66,65,65,64,65,18,[]
277820,65,86,1809.0,Ligue 1,France,64,64,64,64,67,67,67,67,65,65,65,64,62,64,18,['CDM']
266448,65,85,245.0,Eredivisie,Netherlands,63,65,64,65,65,66,59,66,52,48,52,49,42,49,18,[]
259356,65,84,5.0,Premier League,England,65,66,66,66,69,68,67,68,60,62,60,59,57,59,19,"['CAM', 'LW']"
269116,65,84,1874.0,NB I.,Hungary,65,65,65,65,67,66,62,66,54,52,54,51,46,51,15,['ST']
270208,65,84,8.0,Championship,England,65,66,66,66,69,68,67,68,66,67,66,66,65,66,18,"['CDM', 'CAM']"
271800,65,84,246.0,Eredivisie,Gambia,61,65,63,65,65,66,56,66,50,44,50,47,37,47,17,['LW']
272981,65,84,245.0,Eredivisie,Netherlands,59,58,58,58,61,61,62,61,64,66,64,65,67,65,18,['CM']
256420,65,83,674.0,Jupiler Pro League,Belgium,59,66,63,66,67,66,59,66,50,45,50,46,36,46,17,['CAM']
270292,65,83,211.0,1. HNL,Croatia,61,65,63,65,65,65,56,65,50,44,50,47,39,47,17,"['LM', 'RW']"
266474,65,82,232.0,Jupiler Pro League,Belgium,62,66,64,66,67,68,63,68,58,55,58,56,47,56,17,"['CM', 'RM']"
267974,65,82,1906.0,Eredivisie,Netherlands,67,59,63,59,62,60,58,60,48,49,48,47,47,47,18,[]
268116,65,82,576.0,2. Bundesliga,Germany,57,57,55,57,57,60,58,60,65,62,65,65,66,65,16,[]
270109,65,82,1888.0,Liga Portugal,Portugal,65,66,66,66,68,68,67,68,63,62,63,61,57,61,18,[]
272317,65,82,110993.0,Primera Division,Venezuela,62,65,64,65,66,65,59,65,48,44,48,45,38,45,15,"['CAM', 'RW']"
273752,65,82,1906.0,Eredivisie,Netherlands,50,50,48,50,52,54,55,54,63,64,63,65,67,65,17,[]
274082,65,82,110556.0,Serie A,Uruguay,51,50,50,50,52,55,55,55,63,63,63,65,67,65,19,[]
275019,65,82,69.0,Ligue 1,France,63,64,64,64,66,66,61,66,55,53,55,53,48,53,18,['CAM']
278008,65,82,462.0,La Liga 2,Spain,54,58,55,58,57,61,56,61,65,60,65,65,62,65,16,['LWB']
247172,65,81,2.0,Premier League,Colombia,67,62,64,62,63,63,57,63,46,46,46,44,43,44,13,[]
252897,65,81,1801.0,Championship,Scotland,57,61,59,61,61,64,61,64,65,61,65,64,61,64,16,['RB']
259054,65,81,1898.0,Liga Portugal,Portugal,67,67,66,67,67,67,58,67,50,43,50,47,38,47,20,[]
264869,65,81,1750.0,Jupiler Pro League,France,62,62,63,62,66,66,67,66,65,67,65,64,63,64,19,['RM']
265595,65,81,111811.0,Serie A,Italy,62,66,65,66,69,67,64,67,55,52,55,51,42,51,19,['ST']
266891,65,81,634.0,Eredivisie,Serbia,67,62,63,62,63,62,58,62,50,50,50,49,49,49,17,['LM']
268903,65,81,232.0,Jupiler Pro League,England,62,66,64,66,66,66,60,66,55,52,55,52,47,52,15,['RM']
270865,65,81,237.0,Liga Portugal,Brazil,22,17,18,17,20,20,22,20,20,22,20,20,22,20,66,[]
271172,65,81,110750.0,Liga 1,Romania,60,64,63,64,66,66,60,66,51,46,51,47,35,47,14,['LM']
275231,65,81,111085.0,Ekstraklasa,Poland,24,21,22,21,26,25,26,25,22,24,22,21,23,21,66,[]
275254,65,81,73.0,Ligue 1,Portugal,58,61,59,61,61,63,61,63,65,62,65,65,61,65,16,['LWB']
257207,65,80,1861.0,La Liga,Slovakia,56,58,57,58,61,62,63,62,65,66,65,65,64,65,18,['CB']
258377,65,80,28.0,2. Bundesliga,Hungary,67,61,62,61,61,60,52,60,43,40,43,41,40,41,16,[]
258507,65,80,243.0,La Liga,Spain,49,53,49,53,52,57,52,57,64,58,64,65,62,65,16,[]
259750,65,80,1832.0,2. Bundesliga,Germany,67,61,64,61,63,62,58,62,49,50,49,48,49,48,18,[]
260141,65,80,310.0,Liga 1,Romania,61,64,64,64,67,65,66,65,58,59,58,57,53,57,20,['CM']
263397,65,80,1750.0,Jupiler Pro League,Ecuador,61,64,62,64,63,66,60,66,62,58,62,61,54,61,18,"['RM', 'CF']"
263421,65,80,1786.0,Superliga,Ghana,62,65,63,65,65,66,59,66,54,51,54,52,47,52,17,['ST']
263953,65,80,17.0,Championship,England,60,65,62,65,63,65,56,65,51,45,51,49,40,49,17,['LM']
264438,65,80,110069.0,La Liga 2,Spain,62,65,63,65,65,66,59,66,52,49,52,49,42,49,17,['LM']
264588,65,80,101100.0,Liga BetPlay,Colombia,25,23,22,23,24,27,26,27,29,27,29,27,26,27,66,[]
266304,65,80,111811.0,Serie A,Italy,44,38,39,38,41,42,46,42,57,59,57,61,67,61,18,[]
268300,65,80,101059.0,Premier League,Venezuela,67,61,63,61,62,60,53,60,46,42,46,46,42,46,19,[]
269397,65,80,1788.0,Superliga,Denmark,57,55,56,55,60,58,62,58,62,66,62,63,67,63,18,['CDM']
272777,65,80,1960.0,Championship,England,49,49,48,49,52,53,55,53,62,63,62,64,67,64,20,[]
274212,65,80,244.0,La Liga 2,Spain,67,64,66,64,67,65,60,65,46,44,46,43,38,43,17,[]
274231,65,80,101100.0,Liga BetPlay,Colombia,63,65,64,65,65,65,57,65,48,44,48,45,38,45,17,[]
276688,65,80,110908.0,Serie B,Bulgaria,58,56,56,56,59,59,61,59,64,65,64,65,67,65,16,['CDM']
277310,65,80,112809.0,Liga Portugal,Finland,61,64,64,64,67,67,64,67,58,56,58,57,50,57,19,[]
277597,65,80,1837.0,Serie B,Uruguay,48,45,45,45,49,50,55,50,61,65,61,63,67,63,18,[]
246682,65,79,1926.0,League One,England,59,65,62,65,65,65,57,65,46,41,46,42,30,42,19,[]
248586,65,79,110816.0,Liga 1,Romania,22,18,20,18,23,22,25,22,21,23,21,21,21,21,66,[]
251689,65,79,33.0,3. Liga,Germany,44,44,43,44,47,48,49,48,59,61,59,62,67,62,19,[]
253969,65,79,8.0,Championship,Norway,54,56,54,56,57,60,59,60,65,64,65,65,67,65,18,['CB']
257399,65,79,580.0,2. Bundesliga,Denmark,67,61,64,61,63,60,56,60,44,44,44,42,43,42,17,[]
259551,65,79,1847.0,Serie B,Italy,63,65,65,65,68,68,67,68,62,61,62,61,56,61,15,[]
261335,65,79,1929.0,Championship,England,58,62,59,62,63,65,62,65,65,63,65,65,61,65,17,"['RB', 'LB']"
261495,65,79,230.0,Jupiler Pro League,France,53,51,51,51,55,55,58,55,60,64,60,62,67,62,17,[]
261772,65,79,111659.0,Ligue 2,France,67,65,65,65,65,66,60,66,51,47,51,48,42,48,16,['RM']
263413,65,79,191.0,Bundesliga,Croatia,67,63,64,63,66,65,61,65,50,50,50,48,47,48,17,[]
264027,65,79,70.0,Ligue 1,France,60,63,63,63,66,66,65,66,61,61,61,60,57,60,18,['CAM']
267900,65,79,111706.0,Liga Profesional,Argentina,49,54,51,54,54,59,55,59,65,60,65,65,61,65,17,['LWB']
268396,65,79,110980.0,Primera Division,Chile,67,61,63,61,63,61,55,61,42,43,42,40,41,40,19,[]
270335,65,79,100851.0,La Liga 2,Spain,48,51,48,51,51,55,53,55,64,60,64,65,64,65,18,[]
270518,65,79,70.0,Ligue 1,Cameroon,58,60,58,60,60,63,59,63,65,62,65,65,64,65,17,['LB']
270608,65,79,1925.0,Premier League,Ukraine,62,64,64,64,67,67,64,67,57,57,57,55,52,55,15,"['CM', 'RW']"
271628,65,79,101100.0,Liga BetPlay,Colombia,64,64,63,64,65,66,61,66,55,52,55,53,47,53,18,[]
271741,65,79,112908.0,Liga Pro,Ecuador,61,62,64,62,67,65,67,65,61,64,61,61,58,61,18,['CM']
273657,65,79,101101.0,Liga BetPlay,Colombia,60,61,62,61,66,64,67,64,61,63,61,60,58,60,18,['CDM']
274128,65,79,101104.0,Liga BetPlay,Colombia,50,51,51,51,57,56,61,56,62,66,62,62,63,62,16,[]
274230,65,79,101100.0,Liga BetPlay,Brazil,63,65,64,65,66,66,62,66,54,51,54,52,45,52,20,[]
275042,65,79,101100.0,Liga BetPlay,Colombia,53,57,53,57,57,62,59,62,66,62,66,65,61,65,18,[]
275102,65,79,69.0,Ligue 1,France,59,57,58,57,61,60,63,60,63,66,63,64,67,64,18,['CDM']
275208,65,79,74.0,Ligue 1,Côte d'Ivoire,49,46,47,46,50,51,54,51,60,63,60,62,67,62,19,[]
275248,65,79,111325.0,Primera Division,Uruguay,56,58,59,58,63,63,64,63,63,66,63,63,62,63,20,['CM']
275520,65,79,481.0,La Liga,Spain,63,63,64,63,67,65,67,65,63,66,63,63,63,63,19,"['CAM', 'CDM']"
275688,65,79,101110.0,Primera Division,Uruguay,67,56,60,56,59,56,52,56,41,42,41,41,43,41,17,[]
276443,65,79,110908.0,Serie B,Italy,56,52,53,52,54,55,56,55,62,62,62,63,67,63,16,['LB']
277769,65,79,112168.0,Serie B,Italy,63,64,63,64,67,67,67,67,67,67,67,66,67,66,18,['CDM']
253089,65,78,111092.0,Ekstraklasa,Poland,52,52,51,52,53,56,55,56,63,62,63,64,67,64,16,[]
253970,65,78,77.0,Premiership,Scotland,62,62,62,62,65,66,67,66,68,67,68,67,64,67,21,['CDM']
255998,65,78,110981.0,Liga Pro,Ecuador,50,48,48,48,52,52,57,52,61,65,61,63,67,63,18,[]
257078,65,78,217.0,Ligue 1,France,67,58,62,58,62,60,57,60,44,46,44,42,44,42,18,[]
258033,65,78,1917.0,League One,Tunisia,55,54,54,54,58,59,61,59,63,65,63,64,67,64,17,[]
259848,65,78,457.0,La Liga,Venezuela,56,59,57,59,59,62,60,62,65,62,65,65,62,65,17,['CB']
260135,65,78,112716.0,Primera División,Paraguay,48,49,49,49,55,54,60,54,61,66,61,61,64,61,16,['CM']
261435,65,78,110500.0,2. Bundesliga,Germany,61,65,64,65,66,66,61,66,58,53,58,55,45,55,17,"['RW', 'CAM']"
264436,65,78,205.0,Serie B,Iceland,67,66,67,66,69,67,67,67,61,62,61,60,59,60,18,['RM']
264681,65,78,379.0,Ligue 1,England,58,63,61,63,63,66,62,66,66,62,66,65,61,65,16,['LWB']
265402,65,78,110396.0,Liga Profesional,Argentina,52,56,52,56,56,60,57,60,65,61,65,65,62,65,18,['RWB']
267750,65,78,111325.0,Primera Division,Uruguay,65,65,64,65,65,66,59,66,53,49,53,51,46,51,19,"['LW', 'CF']"
268710,65,78,80.0,Premiership,Costa Rica,67,60,63,60,62,60,54,60,43,41,43,41,37,41,17,"['LM', 'RM']"
269153,65,78,245.0,Eredivisie,Denmark,60,64,62,64,65,67,64,67,66,64,66,65,62,65,18,[]
269728,65,78,1530.0,Ligue 2,France,64,65,65,65,67,65,61,65,53,52,53,51,47,51,19,['CF']
270887,65,78,106.0,Championship,Australia,50,49,49,49,53,54,58,54,62,65,62,63,67,63,18,[]
271035,65,78,448.0,La Liga,Spain,63,65,64,65,65,66,58,66,47,43,47,44,36,44,15,['RM']
271066,65,78,89.0,League One,England,67,60,61,60,61,61,54,61,46,45,46,44,45,44,18,[]
271725,65,78,1887.0,Liga Portugal,France,47,43,44,43,46,48,50,48,59,61,59,61,67,61,17,[]
237935,65,77,8.0,Championship,Norway,27,25,27,25,31,28,30,28,25,28,25,24,26,24,66,[]
247025,65,77,918.0,Eliteserien,Norway,62,65,64,65,67,67,65,67,62,60,62,60,54,60,17,['CM']
248281,65,77,691.0,Major League Soccer,Colombia,61,64,64,64,66,66,61,66,49,47,49,45,37,45,16,"['CAM', 'RM']"
248473,65,77,106.0,Championship,France,61,58,61,58,63,62,65,62,62,66,62,62,65,62,19,['CM']
251349,65,77,100632.0,Eredivisie,Belgium,67,59,62,59,60,59,52,59,43,39,43,41,38,41,18,[]
254752,65,77,1910.0,Eredivisie,Netherlands,65,65,65,65,66,66,59,66,51,47,51,49,42,49,17,"['ST', 'LW']"
255558,65,77,681.0,Jupiler Pro League,Turkey,52,50,50,50,54,55,58,55,61,65,61,63,67,63,17,[]
256892,65,77,1971.0,Eredivisie,Sweden,47,45,44,45,49,51,54,51,61,63,61,62,67,62,16,[]
256945,65,77,110832.0,La Liga,Spain,63,65,63,65,63,65,55,65,48,40,48,45,35,45,17,['LW']
257005,65,77,324.0,Super League,Switzerland,46,43,42,43,45,49,50,49,60,62,60,62,67,62,19,[]
257719,65,77,241.0,La Liga,Bolivia,67,66,66,66,67,66,60,66,50,46,50,47,41,47,20,['LM']
259679,65,77,206.0,Serie A,Netherlands,66,66,65,66,67,68,62,68,58,55,58,55,51,55,19,"['LM', 'LW']"
259714,65,77,25.0,Bundesliga,Germany,62,65,63,65,66,69,67,69,68,65,68,67,63,67,18,"['CDM', 'RM']"
260100,65,77,247.0,Eredivisie,Norway,61,63,61,63,62,65,61,65,66,62,66,65,61,65,16,[]
261875,65,77,300.0,Eliteserien,Australia,60,60,59,60,63,64,64,64,65,66,65,65,64,65,20,['CM']
265520,65,77,457.0,La Liga,Spain,22,17,20,17,23,21,23,21,19,21,19,19,21,19,66,[]
266272,65,77,115494.0,Ligue 2,France,63,64,64,64,67,67,67,67,63,64,63,62,61,62,18,['CM']
266692,65,77,110980.0,Primera Division,Chile,66,65,64,65,66,67,61,67,52,49,52,49,43,49,15,['LW']
270033,65,77,160.0,Bundesliga,Germany,49,46,46,46,49,51,55,51,60,64,60,62,67,62,17,[]
270098,65,77,1744.0,Serie B,Italy,67,59,61,59,61,60,57,60,48,47,48,46,45,46,17,[]
270879,65,77,462.0,La Liga 2,Spain,46,44,45,44,50,50,57,50,61,66,61,63,67,63,19,[]
271573,65,77,898.0,Super League,Italy,64,67,65,67,68,68,66,68,66,64,66,65,63,65,17,['RM']
271755,65,77,481.0,La Liga,Spain,45,42,43,42,46,47,51,47,59,62,59,62,67,62,17,[]
274692,65,77,1814.0,Ligue 2,France,67,63,64,63,64,63,56,63,47,43,47,45,42,45,17,['RW']
275238,65,77,263.0,1. HNL,Croatia,57,60,59,60,63,63,64,63,66,66,66,65,63,65,19,"['CDM', 'CB']"
276976,65,77,452.0,La Liga 2,Spain,62,64,63,64,67,66,63,66,57,56,57,56,50,56,20,['CM']
243294,65,76,100087.0,Jupiler Pro League,Belgium,23,19,20,19,23,22,24,22,22,23,22,22,22,22,66,[]
244634,65,76,50.0,Serie B,Switzerland,58,58,57,58,60,62,62,62,66,66,66,66,67,66,18,"['CM', 'CAM']"
245865,65,76,1919.0,Championship,France,23,19,21,19,25,23,26,23,21,24,21,20,20,20,66,[]
247209,65,76,100081.0,Jupiler Pro League,Belgium,64,66,65,66,66,66,57,66,50,45,50,48,41,48,16,['LM']
247351,65,76,112996.0,Major League Soccer,Poland,67,67,67,67,69,68,64,68,56,54,56,54,48,54,19,['LW']
247658,65,76,272.0,Superliga,Sweden,64,64,64,64,67,66,65,66,60,60,60,60,58,60,19,['CM']
248171,65,76,111811.0,Serie A,Italy,50,47,48,47,50,50,52,50,58,61,58,61,67,61,17,[]
252209,65,76,1871.0,Ekstraklasa,Poland,67,65,64,65,65,66,59,66,51,47,51,48,42,48,16,"['CF', 'LM']"
252662,65,76,1477.0,K League 1,Korea Republic,23,18,20,18,22,21,23,21,21,24,21,21,24,21,66,[]
254480,65,76,36.0,Bundesliga,Germany,62,64,63,64,67,66,63,66,56,56,56,53,50,53,17,['CF']
255157,65,76,80.0,Premiership,Japan,64,66,64,66,66,66,60,66,55,52,55,53,49,53,15,"['CF', 'ST']"
255406,65,76,100831.0,La Liga 2,Spain,48,45,45,45,47,49,51,49,60,62,60,63,67,63,19,['RB']
255532,65,76,2013.0,Jupiler Pro League,Ghana,67,68,67,68,68,69,60,69,55,48,55,53,43,53,18,['LW']
256544,65,76,10029.0,Bundesliga,Netherlands,48,52,51,52,57,56,60,56,64,67,64,65,67,65,18,"['RWB', 'CDM']"
256578,65,76,112511.0,Ekstraklasa,Poland,62,65,63,65,66,66,62,66,56,53,56,54,47,54,17,['CF']
256791,65,76,2056.0,K League 1,Korea Republic,58,58,59,58,63,63,67,63,66,69,66,65,65,65,20,[]
256843,65,76,112552.0,Ligue 2,France,62,65,64,65,68,68,63,68,53,49,53,49,38,49,18,"['RW', 'ST']"
256943,65,76,781.0,Bundesliga,Germany,61,66,65,66,69,68,67,68,60,58,60,57,48,57,17,"['CAM', 'CDM']"
258177,65,76,111711.0,Liga Profesional,Argentina,59,61,61,61,65,64,67,64,65,66,65,64,62,64,17,['CM']
258451,65,76,1909.0,Eredivisie,Netherlands,51,55,52,55,58,59,62,59,66,67,66,67,67,67,19,[]
260931,65,76,230.0,Jupiler Pro League,Belgium,45,46,44,46,51,51,56,51,59,64,59,61,67,61,17,[]
261432,65,76,12.0,Championship,England,67,58,62,58,61,60,55,60,43,43,43,41,41,41,18,[]
262597,65,76,114640.0,Major League Soccer,France,48,45,45,45,46,49,50,49,59,60,59,61,67,61,18,[]
262981,65,76,10.0,Premier League,Scotland,63,64,64,64,68,66,67,66,64,64,64,62,59,62,18,[]
263112,65,76,76.0,Ligue 1,France,55,56,54,56,56,59,58,59,65,62,65,65,65,65,17,"['RB', 'LB']"
263657,65,76,110500.0,2. Bundesliga,Iceland,63,62,63,62,66,65,67,65,60,61,60,58,54,58,19,[]
263692,65,76,110404.0,Liga Profesional,Argentina,48,42,44,42,46,47,51,47,58,62,58,60,67,60,18,[]
264205,65,76,229.0,Jupiler Pro League,Ecuador,63,66,65,66,67,67,62,67,55,51,55,52,45,52,20,"['ST', 'RM']"
264501,65,76,110456.0,Ligue 2,France,64,65,65,65,66,66,58,66,48,43,48,44,34,44,15,['RM']
266422,65,76,1825.0,3. Liga,Germany,60,65,63,65,67,68,67,68,67,67,67,66,64,66,17,[]
266716,65,76,113149.0,Major League Soccer,Ecuador,61,63,63,63,67,66,67,66,65,66,65,64,64,64,18,"['CM', 'CF']"
267853,65,76,110395.0,Liga Profesional,Argentina,57,56,57,56,61,60,63,60,62,66,62,62,65,62,16,['CM']
268273,65,76,897.0,Super League,Togo,67,65,65,65,65,66,58,66,50,46,50,47,43,47,17,[]
268422,65,76,319.0,Allsvenskan,Sweden,48,45,46,45,49,51,55,51,60,65,60,61,67,61,20,[]
268732,65,76,112670.0,Liga Profesional,Argentina,58,61,61,61,65,66,67,66,66,68,66,66,63,66,18,['CDM']
268807,65,76,518.0,Liga Portugal,Portugal,53,59,56,59,60,64,61,64,66,62,66,65,61,65,19,['LW']
270487,65,76,111716.0,Liga Profesional,Argentina,67,65,64,65,65,65,57,65,51,46,51,50,43,50,19,['LM']
270718,65,76,433.0,Allsvenskan,Sweden,67,60,63,60,62,60,53,60,44,43,44,42,43,42,17,[]
270728,65,76,110902.0,La Liga 2,Spain,57,57,55,57,58,60,61,60,65,64,65,65,64,65,17,['LM']
270911,65,76,15009.0,Bundesliga,Croatia,60,65,63,65,66,68,64,68,65,62,65,64,58,64,19,"['RM', 'LM']"
271477,65,76,110740.0,Serie B,Italy,57,59,60,59,65,63,67,63,63,65,63,62,60,62,16,[]
274134,65,76,111705.0,Allsvenskan,Denmark,63,63,62,63,64,65,64,65,65,64,65,65,63,65,17,[]
276171,65,76,10032.0,Super League,Kosovo,67,63,65,63,65,63,58,63,47,45,47,44,41,44,17,[]
276677,65,76,2017.0,Bundesliga,Scotland,48,46,46,46,50,51,55,51,58,63,58,59,67,59,17,[]
239672,65,75,300.0,Eliteserien,Norway,64,66,65,66,67,68,63,68,57,54,57,54,49,54,18,['CM']
240657,65,75,189.0,Serie A,Italy,24,19,20,19,22,23,22,23,23,23,23,23,22,23,66,[]
243387,65,75,433.0,Allsvenskan,Sweden,25,19,21,19,24,22,24,22,22,24,22,22,26,22,66,[]
245632,65,75,110902.0,La Liga 2,Spain,27,23,25,23,28,27,28,27,25,26,25,24,25,24,66,[]
247601,65,75,77.0,Premiership,England,52,50,50,50,54,54,58,54,60,65,60,61,67,61,19,[]
248498,65,75,112139.0,Pro League,Saudi Arabia,61,65,64,65,66,66,59,66,52,47,52,49,39,49,16,['RM']
251405,65,75,503.0,3. Liga,Germany,49,48,48,48,53,52,57,52,61,65,61,63,67,63,18,[]
251690,65,75,1939.0,Championship,England,65,64,64,64,67,67,67,67,66,65,66,65,63,65,17,"['CDM', 'CM']"
251855,65,75,111659.0,Ligue 2,France,58,60,60,60,65,64,67,64,61,63,61,59,57,59,16,[]
251995,65,75,1898.0,Liga Portugal,Portugal,22,17,18,17,19,20,20,20,20,21,20,20,22,20,66,[]
252148,65,75,15001.0,Superliga,Denmark,66,65,66,65,69,67,67,67,63,65,63,63,63,63,16,[]
252911,65,75,523.0,3. Liga,Germany,25,23,24,23,29,28,32,28,26,30,26,24,26,24,66,[]
254492,65,75,112828.0,Major League Soccer,United States,51,57,53,57,57,60,57,60,66,62,66,65,63,65,18,['CB']
254541,65,75,822.0,Superliga,Gambia,65,66,65,66,66,66,58,66,50,46,50,48,41,48,17,[]
254803,65,75,230.0,Jupiler Pro League,Belgium,26,21,22,21,25,24,27,24,23,28,23,23,28,23,66,[]
254951,65,75,110404.0,Liga Profesional,Argentina,60,62,62,62,66,65,67,65,64,66,64,63,62,63,17,['CDM']
256164,65,75,1930.0,League One,England,67,60,63,60,61,61,54,61,44,42,44,42,40,42,17,[]
257638,65,75,10029.0,Bundesliga,Germany,22,18,20,18,22,21,23,21,20,23,20,20,22,20,66,[]
257878,65,75,111092.0,Ekstraklasa,Slovakia,54,54,55,54,59,59,63,59,63,66,63,63,65,63,21,['CM']
257919,65,75,23.0,Bundesliga,Germany,63,65,64,65,68,67,67,67,63,64,63,62,60,62,17,[]
258051,65,75,113044.0,Liga Profesional,Argentina,60,58,58,58,62,60,63,60,63,66,63,63,67,63,17,['CM']
258081,65,75,110580.0,Liga Profesional,Mexico,67,62,64,62,64,62,57,62,46,45,46,44,41,44,16,[]
258616,65,75,1790.0,League One,England,54,53,53,53,56,57,59,57,62,65,62,63,67,63,18,[]
258652,65,75,110839.0,La Liga 2,Spain,53,51,49,51,52,56,56,56,64,64,64,65,67,65,17,[]
